timestamp,tracker_id,class,confidence,x1,y1,x2,y2
23:02:43.997,1,person,0.83,104,8,623,478
23:02:44.021,1,person,0.83,104,8,623,478
23:02:44.060,1,person,0.86,117,6,625,478
23:02:44.085,1,person,0.86,117,6,625,478
23:02:44.120,1,person,0.83,129,8,612,479
23:02:44.157,1,person,0.86,128,6,600,479
23:02:44.205,1,person,0.85,127,9,591,479
23:02:44.242,1,person,0.85,127,9,591,479
23:02:44.273,1,person,0.87,124,12,595,479
23:02:44.305,1,person,0.86,125,11,596,479
23:02:44.338,1,person,0.86,125,11,596,479
23:02:44.368,1,person,0.89,124,10,593,479
23:02:44.400,1,person,0.90,125,12,588,479
23:02:44.430,1,person,0.90,125,12,588,479
23:02:44.462,1,person,0.89,122,10,590,479
23:02:44.510,1,person,0.89,123,10,598,479
23:02:44.544,1,person,0.89,123,10,598,479
23:02:44.573,1,person,0.89,126,13,595,479
23:02:44.602,1,person,0.89,126,13,595,479
23:02:44.636,1,person,0.89,126,13,602,479
23:02:44.667,1,person,0.89,125,15,602,479
23:02:44.700,1,person,0.90,126,14,599,479
23:02:44.728,1,person,0.90,126,14,599,479
23:02:44.762,1,person,0.90,125,14,603,479
23:02:44.798,1,person,0.90,127,11,601,479
23:02:44.825,1,person,0.90,127,11,601,479
23:02:44.856,1,person,0.90,128,12,600,479
23:02:44.892,1,person,0.90,126,10,600,479
23:02:44.958,1,person,0.89,127,12,596,479
23:02:44.997,1,person,0.89,127,12,596,479
23:02:45.029,1,person,0.90,125,13,593,479
23:02:45.061,1,person,0.90,125,13,593,479
23:02:45.093,1,person,0.89,126,12,598,479
23:02:45.121,1,person,0.90,128,12,597,479
23:02:45.155,1,person,0.90,128,12,597,479
23:02:45.187,1,person,0.90,125,9,596,479
23:02:45.217,1,person,0.90,126,11,600,479
23:02:45.247,1,person,0.90,126,11,600,479
23:02:45.278,1,person,0.90,128,13,591,479
23:02:45.309,1,person,0.91,127,13,590,478
23:02:45.342,1,person,0.91,127,13,590,478
23:02:45.373,1,person,0.90,128,14,596,479
23:02:45.404,1,person,0.90,128,14,596,479
23:02:45.437,1,person,0.90,128,14,598,479
23:02:45.469,1,person,0.90,132,13,594,479
23:02:45.501,1,person,0.90,133,14,589,478
23:02:45.532,1,person,0.90,133,14,589,478
23:02:45.563,1,person,0.89,131,13,603,479
23:02:45.598,1,person,0.90,131,11,594,479
23:02:45.625,1,person,0.90,131,11,594,479
23:02:45.658,1,person,0.89,129,10,591,479
23:02:45.693,1,person,0.90,129,10,588,478
23:02:45.744,1,person,0.89,128,9,600,479
23:02:45.769,1,person,0.89,128,9,600,479
23:02:45.806,1,person,0.88,127,6,602,479
23:02:45.834,1,person,0.88,127,6,602,479
23:02:45.863,1,person,0.88,128,5,623,479
23:02:45.903,1,person,0.88,128,7,627,479
23:02:45.940,1,person,0.88,128,7,627,479
23:02:45.975,1,person,0.84,140,11,596,478
23:02:46.005,1,person,0.85,127,6,581,479
23:02:46.036,1,person,0.85,127,6,581,479
23:02:46.067,1,person,0.72,114,7,597,479
23:02:46.099,1,person,0.87,113,7,590,479
23:02:46.141,1,person,0.86,122,5,615,479
23:02:46.180,1,person,0.86,122,5,615,479
23:02:46.208,1,person,0.77,105,6,598,478
23:02:46.256,1,person,0.79,101,9,587,479
23:02:46.290,1,person,0.79,101,9,587,479
23:02:46.321,1,person,0.82,106,6,588,479
23:02:46.353,1,person,0.82,106,6,588,479
23:02:46.385,1,person,0.85,103,10,578,479
23:02:46.417,1,person,0.83,105,12,562,479
23:02:46.448,1,person,0.83,105,12,562,479
23:02:46.480,1,person,0.85,104,15,577,479
23:02:46.512,1,person,0.82,98,22,590,479
23:02:46.544,1,person,0.82,98,22,590,479
23:02:46.577,1,person,0.82,121,31,571,478
23:02:46.606,1,person,0.82,80,35,538,479
23:02:46.637,1,person,0.82,80,35,538,479
23:02:46.668,1,person,0.84,59,40,567,479
23:02:46.701,1,person,0.87,79,43,540,478
23:02:46.732,1,person,0.87,79,43,540,478
23:02:46.764,1,person,0.82,143,45,531,478
23:02:46.798,1,person,0.68,33,51,526,479
23:02:46.827,1,person,0.68,33,51,526,479
23:02:46.827,4,cat,0.48,34,181,224,479
23:02:46.858,1,person,0.86,0,47,534,479
23:02:46.894,1,person,0.87,0,48,527,479
23:02:46.944,1,person,0.84,0,50,516,479
23:02:46.970,1,person,0.84,0,50,516,479
23:02:47.001,1,person,0.86,7,48,510,479
23:02:47.038,1,person,0.86,4,47,508,479
23:02:47.079,1,person,0.86,4,47,508,479
23:02:47.110,1,person,0.87,4,45,508,479
23:02:47.151,1,person,0.88,2,40,508,479
23:02:47.189,1,person,0.88,2,40,508,479
23:02:47.220,1,person,0.87,4,40,511,479
23:02:47.251,1,person,0.87,4,40,511,479
23:02:47.286,1,person,0.87,0,40,520,479
23:02:47.316,1,person,0.86,3,37,516,479
23:02:47.346,1,person,0.86,3,37,516,479
23:02:47.379,1,person,0.86,0,37,526,479
23:02:47.409,1,person,0.88,2,37,519,479
23:02:47.440,1,person,0.88,2,32,524,478
23:02:47.474,1,person,0.88,2,32,524,478
23:02:47.474,6,microwave,0.42,0,144,165,439
23:02:47.504,1,person,0.87,4,32,524,480
23:02:47.536,1,person,0.87,0,29,533,479
23:02:47.536,7,cell phone,0.55,198,181,253,217
23:02:47.566,1,person,0.87,0,29,533,479
23:02:47.566,7,cell phone,0.55,198,181,253,217
23:02:47.599,1,person,0.87,0,29,531,479
23:02:47.599,7,cell phone,0.50,199,183,252,212
23:02:47.632,1,person,0.87,0,29,531,479
23:02:47.632,7,cell phone,0.50,199,183,252,212
23:02:47.663,1,person,0.87,0,29,528,479
23:02:47.694,1,person,0.87,0,29,528,479
23:02:47.746,1,person,0.90,0,25,528,479
23:02:47.775,1,person,0.90,0,25,528,479
23:02:47.805,1,person,0.91,0,25,529,479
23:02:47.838,1,person,0.91,0,25,529,479
23:02:47.868,1,person,0.89,0,29,528,479
23:02:47.898,1,person,0.89,0,28,526,479
23:02:47.936,1,person,0.90,0,28,527,479
23:02:47.976,1,person,0.90,0,28,527,479
23:02:48.008,1,person,0.88,0,31,526,479
23:02:48.046,1,person,0.89,0,29,524,479
23:02:48.087,1,person,0.89,0,29,524,479
23:02:48.117,1,person,0.88,0,30,525,479
23:02:48.149,1,person,0.89,0,27,524,479
23:02:48.180,1,person,0.89,0,27,524,479
23:02:48.213,1,person,0.89,0,30,525,479
23:02:48.245,1,person,0.89,0,28,524,479
23:02:48.277,1,person,0.89,0,28,524,479
23:02:48.308,1,person,0.90,0,29,524,479
23:02:48.344,1,person,0.91,0,29,526,479
23:02:48.372,1,person,0.91,0,29,526,479
23:02:48.406,1,person,0.89,0,30,526,479
23:02:48.436,1,person,0.88,0,30,526,479
23:02:48.468,1,person,0.88,0,30,526,479
23:02:48.499,1,person,0.88,0,30,528,479
23:02:48.544,1,person,0.89,0,32,526,479
23:02:48.580,1,person,0.89,0,32,526,479
23:02:48.580,9,cell phone,0.46,189,183,249,216
23:02:48.611,1,person,0.88,0,34,526,479
23:02:48.611,9,cell phone,0.44,190,185,248,220
23:02:48.643,1,person,0.87,0,35,526,479
23:02:48.676,1,person,0.87,0,35,526,479
23:02:48.704,1,person,0.88,0,37,526,479
23:02:48.704,9,cell phone,0.41,193,185,236,221
23:02:48.736,1,person,0.88,0,37,526,479
23:02:48.769,1,person,0.88,0,37,526,479
23:02:48.800,1,person,0.89,0,33,528,479
23:02:48.832,1,person,0.89,0,33,525,479
23:02:48.862,1,person,0.89,0,33,525,479
23:02:48.894,1,person,0.88,0,34,526,479
23:02:48.945,1,person,0.88,0,34,528,479
23:02:48.973,1,person,0.88,0,34,528,479
23:02:49.003,1,person,0.87,0,35,527,479
23:02:49.039,1,person,0.85,0,37,514,479
23:02:49.079,1,person,0.85,0,37,514,479
23:02:49.113,1,person,0.87,0,34,526,479
23:02:49.113,9,cell phone,0.51,185,183,247,222
23:02:49.140,1,person,0.87,0,35,525,479
23:02:49.140,9,cell phone,0.44,185,184,252,219
23:02:49.173,1,person,0.87,0,35,525,479
23:02:49.173,9,cell phone,0.44,185,184,252,219
23:02:49.205,1,person,0.88,0,34,524,479
23:02:49.235,1,person,0.87,0,35,523,479
23:02:49.235,9,cell phone,0.53,188,183,240,221
23:02:49.268,1,person,0.87,0,35,523,479
23:02:49.268,9,cell phone,0.53,188,183,240,221
23:02:49.299,1,person,0.88,0,35,525,479
23:02:49.299,9,cell phone,0.43,187,184,241,228
23:02:49.332,1,person,0.84,0,35,525,479
23:02:49.392,1,person,0.88,0,33,525,479
23:02:49.426,1,person,0.88,0,33,525,479
23:02:49.459,1,person,0.86,0,34,527,479
23:02:49.491,1,person,0.86,0,34,527,479
23:02:49.521,1,person,0.85,0,34,528,479
23:02:49.553,1,person,0.86,0,35,516,478
23:02:49.584,1,person,0.86,0,35,516,478
23:02:49.616,1,person,0.89,0,32,526,479
23:02:49.648,1,person,0.86,0,29,526,479
23:02:49.681,1,person,0.86,0,29,526,479
23:02:49.712,1,person,0.85,0,35,522,477
23:02:49.743,1,person,0.86,0,32,525,479
23:02:49.776,1,person,0.84,0,36,524,478
23:02:49.805,1,person,0.84,0,36,524,478
23:02:49.840,1,person,0.84,3,38,519,480
23:02:49.870,1,person,0.84,3,38,519,480
23:02:49.899,1,person,0.84,3,38,521,480
23:02:49.934,1,person,0.83,0,34,524,478
23:02:49.964,1,person,0.83,0,34,524,478
23:02:49.995,1,person,0.85,0,30,518,479
23:02:50.031,1,person,0.81,3,38,519,480
23:02:50.074,1,person,0.81,3,38,519,480
23:02:50.104,1,person,0.79,43,34,519,479
23:02:50.136,1,person,0.81,30,37,520,478
23:02:50.175,1,person,0.81,43,34,519,478
23:02:50.214,1,person,0.81,43,34,519,478
23:02:50.245,1,person,0.83,46,38,520,480
23:02:50.276,1,person,0.83,46,38,520,480
23:02:50.307,1,person,0.83,12,37,520,480
23:02:50.339,1,person,0.84,0,37,510,478
23:02:50.373,1,person,0.84,0,37,510,478
23:02:50.404,1,person,0.84,0,34,515,478
23:02:50.436,1,person,0.86,0,28,526,479
23:02:50.467,1,person,0.86,0,28,526,479
23:02:50.495,1,person,0.86,0,28,526,479
23:02:50.528,1,person,0.85,0,29,526,479
23:02:50.577,1,person,0.86,4,37,520,480
23:02:50.607,1,person,0.86,4,37,520,480
23:02:50.636,1,person,0.85,0,29,526,479
23:02:50.691,1,person,0.85,0,30,525,479
23:02:50.733,1,person,0.85,0,30,525,479
23:02:50.764,1,person,0.84,0,30,526,479
23:02:50.792,1,person,0.84,0,30,526,479
23:02:50.825,1,person,0.86,0,32,526,479
23:02:50.858,1,person,0.85,1,33,507,478
23:02:50.891,1,person,0.85,1,33,507,478
23:02:50.921,1,person,0.86,0,32,525,479
23:02:50.952,1,person,0.84,0,32,526,479
23:02:50.983,1,person,0.85,0,32,524,479
23:02:51.015,1,person,0.85,0,32,524,479
23:02:51.044,1,person,0.84,0,32,527,479
23:02:51.077,1,person,0.85,0,33,526,479
23:02:51.107,1,person,0.85,0,33,526,479
23:02:51.138,1,person,0.85,0,34,525,479
23:02:51.172,1,person,0.85,0,34,525,479
23:02:51.202,1,person,0.86,0,33,526,479
23:02:51.233,1,person,0.85,0,32,527,479
23:02:51.267,1,person,0.85,0,32,527,479
23:02:51.298,1,person,0.87,0,34,525,479
23:02:51.329,1,person,0.87,0,34,525,479
23:02:51.375,1,person,0.86,0,34,527,479
23:02:51.410,1,person,0.86,0,34,527,479
23:02:51.440,1,person,0.84,8,35,510,478
23:02:51.472,1,person,0.84,4,38,521,480
23:02:51.503,1,person,0.84,4,38,521,480
23:02:51.534,1,person,0.86,0,34,525,479
23:02:51.567,1,person,0.86,0,34,525,479
23:02:51.599,1,person,0.85,1,34,527,479
23:02:51.632,1,person,0.86,6,37,521,480
23:02:51.663,1,person,0.86,6,37,521,480
23:02:51.694,1,person,0.86,5,36,521,478
23:02:51.729,1,person,0.87,6,33,520,478
23:02:51.729,11,person,0.56,0,12,190,354
23:02:51.775,1,person,0.87,5,31,521,478
23:02:51.775,11,cat,0.53,0,1,185,351
23:02:51.806,1,person,0.87,5,31,521,478
23:02:51.806,11,cat,0.53,0,1,185,351
23:02:51.837,1,person,0.87,6,35,521,478
23:02:51.872,1,person,0.87,6,35,521,478
23:02:51.900,1,person,0.87,8,38,524,479
23:02:51.900,11,person,0.46,0,2,183,477
23:02:51.932,1,person,0.88,4,36,526,479
23:02:51.965,1,person,0.88,2,33,522,479
23:02:51.995,1,person,0.88,2,33,522,479
23:02:52.032,1,person,0.88,4,33,525,479
23:02:52.032,11,person,0.58,0,0,180,476
23:02:52.060,1,person,0.88,4,33,525,479
23:02:52.060,11,person,0.58,0,0,180,476
23:02:52.090,1,person,0.88,4,33,525,479
23:02:52.090,11,person,0.67,0,0,180,476
23:02:52.127,1,person,0.87,4,34,526,479
23:02:52.127,11,person,0.59,0,0,179,475
23:02:52.178,1,person,0.88,4,32,525,479
23:02:52.178,11,person,0.73,0,0,180,475
23:02:52.218,1,person,0.88,4,32,525,479
23:02:52.218,11,person,0.73,0,0,180,475
23:02:52.251,1,person,0.88,4,30,527,479
23:02:52.251,11,person,0.70,0,0,180,475
23:02:52.282,1,person,0.89,0,31,524,479
23:02:52.282,11,person,0.65,0,0,181,475
23:02:52.313,1,person,0.89,0,31,524,479
23:02:52.313,11,person,0.65,0,0,181,475
23:02:52.345,1,person,0.87,0,32,525,479
23:02:52.345,11,person,0.65,0,3,180,473
23:02:52.376,1,person,0.87,1,31,525,479
23:02:52.376,11,person,0.61,0,2,181,473
23:02:52.407,1,person,0.87,1,31,525,479
23:02:52.407,11,person,0.61,0,2,181,473
23:02:52.437,1,person,0.87,2,37,520,479
23:02:52.437,11,person,0.66,0,2,184,474
23:02:52.479,1,person,0.86,0,38,525,479
23:02:52.479,11,person,0.52,0,0,199,383
23:02:52.517,1,person,0.86,0,38,525,479
23:02:52.517,11,person,0.52,0,0,199,383
23:02:52.547,1,person,0.85,1,38,526,479
23:02:52.580,1,person,0.89,2,42,522,480
23:02:52.611,1,person,0.89,2,42,522,480
23:02:52.643,1,person,0.89,7,40,520,478
23:02:52.676,1,person,0.84,82,43,521,478
23:02:52.706,1,person,0.84,82,43,521,478
23:02:52.737,1,person,0.91,0,42,521,478
23:02:52.771,1,person,0.91,1,43,524,479
23:02:52.804,1,person,0.91,1,43,524,479
23:02:52.836,1,person,0.90,0,42,527,479
23:02:52.863,1,person,0.87,2,43,530,478
23:02:52.931,1,person,0.83,40,43,532,478
23:02:52.959,1,person,0.83,40,43,532,478
23:02:52.989,1,person,0.83,40,43,532,478
23:02:53.025,1,person,0.82,50,42,533,478
23:02:53.053,1,person,0.81,41,43,535,479
23:02:53.083,1,person,0.84,79,46,530,479
23:02:53.116,1,person,0.84,79,46,530,479
23:02:53.146,1,person,0.85,53,45,534,478
23:02:53.177,1,person,0.84,60,43,533,478
23:02:53.209,1,person,0.84,60,43,533,478
23:02:53.241,1,person,0.84,63,45,533,478
23:02:53.274,1,person,0.84,62,42,530,479
23:02:53.305,1,person,0.84,62,42,530,479
23:02:53.337,1,person,0.83,59,43,532,479
23:02:53.376,1,person,0.87,83,50,529,479
23:02:53.415,1,person,0.87,83,50,529,479
23:02:53.448,1,person,0.84,64,46,529,478
23:02:53.479,1,person,0.82,64,51,527,479
23:02:53.509,1,person,0.82,64,51,527,479
23:02:53.542,1,person,0.84,61,52,523,479
23:02:53.572,1,person,0.85,59,53,521,479
23:02:53.604,1,person,0.85,59,53,521,479
23:02:53.636,1,person,0.86,55,53,520,479
23:02:53.668,1,person,0.86,57,60,517,479
23:02:53.698,1,person,0.86,57,60,517,479
23:02:53.731,1,person,0.86,55,67,514,479
23:02:53.763,1,person,0.86,55,67,514,479
23:02:53.825,1,person,0.86,60,78,512,478
23:02:53.858,1,person,0.86,60,78,512,478
23:02:53.889,1,person,0.87,65,83,507,479
23:02:53.921,1,person,0.87,65,83,507,479
23:02:53.952,1,person,0.86,67,89,504,479
23:02:53.984,1,person,0.82,96,93,506,479
23:02:54.014,1,person,0.82,96,93,506,479
23:02:54.046,1,person,0.83,100,98,504,479
23:02:54.078,1,person,0.85,104,106,502,479
23:02:54.111,1,person,0.85,104,106,502,479
23:02:54.142,1,person,0.88,106,108,496,479
23:02:54.172,1,person,0.87,101,109,492,479
23:02:54.207,1,person,0.87,101,109,492,479
23:02:54.235,1,person,0.87,104,111,490,479
23:02:54.271,1,person,0.90,103,114,490,479
23:02:54.302,1,person,0.90,103,114,490,479
23:02:54.332,1,person,0.89,112,117,489,479
23:02:54.368,1,person,0.88,118,119,490,479
23:02:54.409,1,person,0.88,118,119,490,479
23:02:54.439,1,person,0.91,110,120,490,479
23:02:54.470,1,person,0.90,115,120,490,479
23:02:54.502,1,person,0.90,115,120,490,479
23:02:54.534,1,person,0.91,110,120,490,479
23:02:54.566,1,person,0.89,126,120,490,479
23:02:54.607,1,person,0.89,120,120,489,479
23:02:54.645,1,person,0.89,120,120,489,479
23:02:54.677,1,person,0.90,120,120,489,479
23:02:54.720,1,person,0.90,139,120,490,479
23:02:54.755,1,person,0.90,139,120,490,479
23:02:54.784,1,person,0.91,113,120,490,479
23:02:54.817,1,person,0.91,113,120,490,479
23:02:54.847,1,person,0.89,132,120,489,479
23:02:54.881,1,person,0.91,117,121,490,479
23:02:54.912,1,person,0.91,117,121,490,479
23:02:54.943,1,person,0.91,115,121,489,479
23:02:54.976,1,person,0.90,118,121,489,479
23:02:55.007,1,person,0.90,118,121,489,479
23:02:55.040,1,person,0.91,112,121,489,479
23:02:55.069,1,person,0.90,113,121,489,479
23:02:55.102,1,person,0.90,113,121,489,479
23:02:55.132,1,person,0.92,111,121,489,479
23:02:55.166,1,person,0.92,110,121,489,479
23:02:55.195,1,person,0.92,110,121,489,479
23:02:55.226,1,person,0.91,112,121,489,479
23:02:55.264,1,person,0.91,112,121,490,479
23:02:55.302,1,person,0.91,112,121,490,479
23:02:55.335,1,person,0.92,113,121,489,479
23:02:55.367,1,person,0.92,112,121,489,479
23:02:55.407,1,person,0.93,111,121,489,479
23:02:55.445,1,person,0.93,111,121,489,479
23:02:55.476,1,person,0.92,112,122,489,479
23:02:55.508,1,person,0.91,114,122,489,479
23:02:55.539,1,person,0.91,114,122,489,479
23:02:55.571,1,person,0.91,114,122,489,479
23:02:55.602,1,person,0.91,114,122,489,479
23:02:55.635,1,person,0.93,112,122,489,479
23:02:55.666,1,person,0.92,113,122,488,479
23:02:55.697,1,person,0.92,113,122,488,479
23:02:55.729,1,person,0.92,112,122,489,479
23:02:55.759,1,person,0.92,108,122,488,479
23:02:55.810,1,person,0.90,127,122,487,479
23:02:55.838,1,person,0.90,127,122,487,479
23:02:55.869,1,person,0.91,114,122,487,479
23:02:55.902,1,person,0.91,111,122,487,479
23:02:55.933,1,person,0.91,111,122,487,479
23:02:55.962,1,person,0.91,117,122,487,479
23:02:56.017,1,person,0.92,111,122,488,479
23:02:56.056,1,person,0.92,111,122,488,479
23:02:56.090,1,person,0.91,127,122,488,479
23:02:56.120,1,person,0.91,127,122,488,479
23:02:56.152,1,person,0.90,135,122,488,479
23:02:56.185,1,person,0.87,133,122,487,479
23:02:56.214,1,person,0.84,133,123,488,479
23:02:56.249,1,person,0.84,133,123,488,479
23:02:56.281,1,person,0.84,102,123,487,479
23:02:56.311,1,person,0.67,104,125,485,479
23:02:56.342,1,person,0.67,104,125,485,479
23:02:56.375,1,person,0.85,99,120,483,479
23:02:56.404,1,person,0.90,100,120,484,479
23:02:56.438,1,person,0.90,100,120,484,479
23:02:56.469,1,person,0.88,98,122,481,479
23:02:56.512,1,person,0.90,92,121,484,479
23:02:56.548,1,person,0.90,92,121,484,479
23:02:56.580,1,person,0.89,91,123,483,479
23:02:56.610,1,person,0.87,85,125,481,479
23:02:56.645,1,person,0.87,85,125,481,479
23:02:56.675,1,person,0.82,79,128,472,479
23:02:56.709,1,person,0.85,77,129,471,479
23:02:56.739,1,person,0.85,77,129,471,479
23:02:56.769,1,person,0.83,66,128,470,479
23:02:56.801,1,person,0.69,60,132,460,479
23:02:56.833,1,person,0.69,60,132,460,479
23:02:56.865,1,cat,0.46,58,133,456,479
23:02:56.897,1,person,0.47,58,133,457,479
23:02:56.897,12,cat,0.46,58,133,456,479
23:02:56.960,1,cat,0.41,55,135,446,478
23:02:57.009,1,person,0.46,49,136,451,479
23:02:57.009,13,cat,0.40,48,135,445,479
23:02:57.037,1,person,0.46,49,136,451,479
23:02:57.037,13,cat,0.40,48,135,445,479
23:02:57.101,1,person,0.55,48,135,449,478
23:02:57.130,1,cat,0.75,44,135,449,479
23:02:57.160,1,person,0.47,44,138,446,478
23:02:57.200,1,person,0.46,41,139,445,478
23:02:57.241,1,person,0.46,41,139,445,478
23:02:57.274,1,person,0.53,42,140,445,477
23:02:57.304,1,person,0.79,39,140,444,477
23:02:57.343,1,person,0.88,30,143,442,477
23:02:57.384,1,person,0.88,30,143,442,477
23:02:57.415,1,person,0.88,22,143,441,477
23:02:57.446,1,person,0.88,23,144,443,477
23:02:57.479,1,person,0.88,22,144,440,477
23:02:57.510,1,person,0.90,20,144,440,477
23:02:57.540,1,person,0.91,21,144,442,477
23:02:57.572,1,person,0.91,21,144,440,477
23:02:57.604,1,person,0.91,22,144,439,477
23:02:57.636,1,person,0.90,22,144,440,477
23:02:57.668,1,person,0.92,20,144,441,477
23:02:57.700,1,person,0.89,19,144,441,477
23:02:57.732,1,person,0.91,19,143,441,477
23:02:57.774,1,person,0.90,20,143,442,477
23:02:57.809,1,person,0.90,20,143,442,477
23:02:57.841,1,person,0.91,22,143,443,477
23:02:57.874,1,person,0.91,21,143,442,477
23:02:57.904,1,person,0.90,21,143,443,477
23:02:57.936,1,person,0.90,22,143,441,477
23:02:57.968,1,person,0.90,23,143,441,477
23:02:57.998,1,person,0.90,23,143,442,477
23:02:58.032,1,person,0.91,23,143,441,477
23:02:58.064,1,person,0.90,25,143,441,477
23:02:58.096,1,person,0.90,23,143,441,477
23:02:58.124,1,person,0.90,23,143,441,477
23:02:58.172,1,person,0.90,24,143,441,477
23:02:58.207,1,person,0.90,24,143,441,477
23:02:58.237,1,person,0.90,23,143,441,477
23:02:58.269,1,person,0.90,23,142,440,477
23:02:58.300,1,person,0.90,23,143,440,478
23:02:58.329,1,person,0.91,23,143,441,478
23:02:58.360,1,person,0.90,22,142,441,477
23:02:58.393,1,person,0.90,24,142,442,477
23:02:58.424,1,person,0.90,23,142,441,477
23:02:58.456,1,person,0.90,24,142,440,477
23:02:58.488,1,person,0.90,23,142,441,477
23:02:58.525,1,person,0.90,23,142,441,477
23:02:58.557,1,person,0.91,23,142,442,477
23:02:58.607,1,person,0.91,23,143,441,477
23:02:58.646,1,person,0.91,23,143,441,477
23:02:58.676,1,person,0.91,23,143,442,477
23:02:58.709,1,person,0.89,24,143,441,477
23:02:58.738,1,person,0.90,21,143,441,477
23:02:58.772,1,person,0.91,24,143,441,477
23:02:58.802,1,person,0.90,22,143,441,477
23:02:58.835,1,person,0.90,23,142,442,477
23:02:58.867,1,person,0.91,24,143,441,477
23:02:58.899,1,person,0.91,23,142,442,477
23:02:58.929,1,person,0.88,24,141,441,478
23:02:58.962,1,person,0.76,26,139,443,478
23:02:59.005,1,cat,0.69,30,138,443,479
23:02:59.041,1,cat,0.69,30,138,443,479
23:02:59.073,1,person,0.69,33,135,446,479
23:02:59.103,1,person,0.57,40,135,445,479
23:02:59.137,1,person,0.59,40,134,447,479
23:02:59.168,1,person,0.61,46,130,452,479
23:02:59.200,1,cat,0.58,54,132,443,478
23:02:59.233,1,person,0.46,56,128,453,478
23:02:59.263,1,person,0.75,54,131,456,479
23:02:59.263,16,cat,0.45,57,127,454,478
23:02:59.325,1,person,0.83,59,122,466,479
23:02:59.357,1,person,0.84,64,121,468,479
23:02:59.392,1,person,0.85,64,119,468,479
23:02:59.440,1,person,0.82,63,124,472,479
23:02:59.469,1,person,0.82,63,124,472,479
23:02:59.501,1,person,0.88,88,117,475,479
23:02:59.533,1,person,0.85,88,117,478,479
23:02:59.565,1,person,0.83,89,116,480,479
23:02:59.594,1,person,0.86,91,115,482,479
23:02:59.625,1,person,0.86,97,114,485,479
23:02:59.657,1,person,0.89,85,116,486,479
23:02:59.694,1,person,0.87,99,115,491,479
23:02:59.724,1,person,0.86,105,116,495,479
23:02:59.776,1,person,0.85,104,117,501,479
23:02:59.817,1,person,0.85,104,117,501,479
23:02:59.845,1,person,0.82,102,116,505,479
23:02:59.879,1,person,0.82,102,116,505,479
23:02:59.908,1,person,0.83,102,117,506,479
23:02:59.942,1,person,0.87,118,116,508,479
23:02:59.973,1,person,0.87,118,116,508,479
23:03:00.006,1,person,0.88,118,116,509,479
23:03:00.039,1,person,0.88,116,116,511,479
23:03:00.066,1,person,0.88,116,116,511,479
23:03:00.101,1,person,0.86,113,116,512,479
23:03:00.132,1,person,0.89,120,116,513,479
23:03:00.175,1,person,0.89,121,116,513,479
23:03:00.211,1,person,0.89,121,116,513,479
23:03:00.241,1,person,0.90,122,117,513,479
23:03:00.288,1,person,0.91,123,118,511,479
23:03:00.323,1,person,0.91,123,118,511,479
